tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt
NCS000ETT16000022,National Council of Social Service,"INVITATION TO TENDER FOR THE ENGAGEMENT OF A DIGITAL AGENCY FOR NCSS WITH OPTION TO RENEW FOR ONE (1) YEAR (CCD, Shaz)",2016-08-16,Awarded to Suppliers,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,84664.0
NCS000ETT16000023,National Council of Social Service,"INVITATION TO TENDER FOR CONSULTANCY FOR THE SERVICE REVIEW OF ALLIED PROFESSIONALS IN SPECIAL EDUCATION SCHOOLS (SPED) IN SINGAPORE (SPDG, Siti)",2016-09-15,Awarded to Suppliers,H.R.STRATEGIES PTE. LTD.,142500.0
NCS000ETT16000024,National Council of Social Service,"INVITATION TO TENDER FOR APPLICATION MAINTENANCE AND SUPPORT FOR ELECTRONIC CASE MANAGEMENT SYSTEM / ENHANCED PROGRAMME EVALUATION SYSTEM / DEVELOPMENTAL DISABILITY REGISTRY FOR NATIONAL COUNCIL OF SOCIAL SERVICE (ICS, Sivakumar)",2016-11-02,Awarded to Suppliers,CSC TECHNOLOGY SINGAPORE PTE. LTD.,470794.0
NCS000ETT16000026,National Council of Social Service,"INVITATION TO TENDER FOR THE PROVISION OF REFRESHMENTS TO NATIONAL COUNCIL OF SOCIAL SERVICE FOR SOCIAL SERVICE INSTITUTE (SSI) (SSI, Priscilla)",2016-09-28,Awarded to Suppliers,Cafe Galilee Pte Ltd,9.5
NCS000ETT16000027,National Council of Social Service,"INVITATION TO TENDER FOR THE PRINTING AND DELIVERY OF TRAINING MATERIALS TO NATIONAL COUNCIL OF SOCIAL SERVICE FOR SOCIAL SERVICE INSTITUTE (SSI) FOR 1 YEAR WITH AN OPTION TO EXERCISE FOR YEAR 2 AND 3 (SSI, Yu Shan)",2016-08-31,Awarded to Suppliers,Eazi Printing Pte Ltd,57.76
NCS000ETT16000028,National Council of Social Service,"INVITATION TO TENDER FOR HUMAN RESOURCE (HR) CONSULTANCY SERVICES FOR SOCIAL SERVICE SECTOR (SMCP, Jesslyn)",2016-11-07,Awarded to Suppliers,ERNST & YOUNG SOLUTIONS LLP,1679150.0
NCS000ETT16000028,National Council of Social Service,"INVITATION TO TENDER FOR HUMAN RESOURCE (HR) CONSULTANCY SERVICES FOR SOCIAL SERVICE SECTOR (SMCP, Jesslyn)",2016-11-07,Awarded to Suppliers,TOWERS WATSON SINGAPORE PTE. LTD.,1612000.0
NCS000ETT16000029,National Council of Social Service,"INVITATION TO TENDER FOR MEDIA PLANNING AND BUYING SERVICES FOR SPEAK UP! VIDEO PROJECT AND INTERNATIONAL DAY OF OLDER PERSONS 2016 CAMPAIGN (SPDG, Li Shan)",2016-09-15,Awarded to Suppliers,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,66500.0
NCS000ETT16000033,National Council of Social Service,"INVITATION TO TENDER FOR THE PROVISION OF ADVERTORIAL SERVICES IN THE STRAITS TIMES FOR THE PUBLICITY CAMPAIGN OF POST CARE & SHARE MOVEMENT (Comchest, Wei Xi)",2016-10-21,Awarded to Suppliers,SINGAPORE PRESS HOLDINGS LIMITED,140844.24
NCS000ETT16000034,National Council of Social Service,"INVITATION TO TENDER FOR SHARE AS ONE PUBLICITY CAMPAIGN (Comchest, Lynn)",2016-12-19,Awarded to Suppliers,XOD BOX PTE. LTD.,796752.5
NCS000ETT16000035,National Council of Social Service,"INVITATION TO TENDER FOR THE PROVISION OF TRAINING COORDINATION SERVICES FOR FOSTER PARENTS TRAINING PROGRAMMES UNDER SOCIAL SERVICE INSTITUTE (SSI, Sophia)",2016-12-29,Awarded to Suppliers,TRILOGY EVENTS PRIVATE LIMITED,23000.0
NCS000ETT16000036,National Council of Social Service,"INVITATION TO TENDER FOR PEER SPECIALIST PROGRAMME (SPDG, Dayang)",2016-12-19,Awarded to Suppliers,"RESILIENCE, INC",91750.0
NEA000ETT14000101,National Environment Agency,"SUPPY AND DELIVERY OF RADIOSONDES, OZONESONDES, WEATHER BALLOONS AND PARACHUTES",2015-01-28,Awarded to Suppliers,Aeradio Technology Pte Ltd,831726.79
NEA000ETT14000101,National Environment Agency,"SUPPY AND DELIVERY OF RADIOSONDES, OZONESONDES, WEATHER BALLOONS AND PARACHUTES",2015-01-28,Awarded to Suppliers,TOTEX CORPORATION,66867.51
NEA000ETT14000117,National Environment Agency,Supply and delivery of mechanical spare parts to Tuas Incineration Plant,2015-01-26,Awarded to Suppliers,L-META ENGINEERING PTE LTD,712500.0
NEA000ETT14000117,National Environment Agency,Supply and delivery of mechanical spare parts to Tuas Incineration Plant,2015-01-26,Awarded to Suppliers,M & M MECHANICAL ENGINEERING PTE LTD,1041000.0
NEA000ETT14000119,National Environment Agency,PROVISION OF CONSULTANCY SERVICES FOR MSS' BUSINESS CONTINUITY AND IT DISASTER RECOVERY PLANS,2015-01-26,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,118000.0
NEA000ETT14000130,National Environment Agency,"The operation and maintenance of landfill equipment, vehicles and floating platform at Semakau Landfill",2015-01-26,Awarded to Suppliers,QUEK & QUEK CIVIL ENGINEERING PTE LTD,8333068.0
NEA000ETT14000134,National Environment Agency,"TENDER FOR THE SUPPLY, COMMISSIONING AND DELIVERY OF FIELD SAMPLING EQUIPMENT FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE",2015-03-05,Awarded to Suppliers,APP SYSTEMS SERVICES PTE. LTD.,22000.0
NEA000ETT14000134,National Environment Agency,"TENDER FOR THE SUPPLY, COMMISSIONING AND DELIVERY OF FIELD SAMPLING EQUIPMENT FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE",2015-03-05,Awarded to Suppliers,Chokim Scientific (S) Pte Ltd,7970.0
NEA000ETT14000134,National Environment Agency,"TENDER FOR THE SUPPLY, COMMISSIONING AND DELIVERY OF FIELD SAMPLING EQUIPMENT FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE",2015-03-05,Awarded to Suppliers,IT TECHNOLOGIES PTE LTD,110340.0
NEA000ETT14000134,National Environment Agency,"TENDER FOR THE SUPPLY, COMMISSIONING AND DELIVERY OF FIELD SAMPLING EQUIPMENT FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE",2015-03-05,Awarded to Suppliers,Lee Hung Scientific Pte Ltd,19000.0
NEA000ETT14000134,National Environment Agency,"TENDER FOR THE SUPPLY, COMMISSIONING AND DELIVERY OF FIELD SAMPLING EQUIPMENT FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE",2015-03-05,Awarded to Suppliers,NANEUM LIMITED,71240.0
NEA000ETT14000136,National Environment Agency,Supply and Installation of Variable Speed Drive Units at Tuas Incineration Plant,2015-01-29,Awarded to Suppliers,ABB PTE. LTD.,193300.0
NEA000ETT14000139,National Environment Agency,TENDER FOR THE PROVISION OF VARIOUS CLASSES OF GENERAL INSURANCE COVERAGE FOR THE NATIONAL ENVIRONMENT AGENCY FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR A FURTHER PERIOD OF ONE (1) YEAR,2015-01-29,Awarded to Suppliers,AXA INSURANCE SINGAPORE PTE LTD,1351090.68
NEA000ETT14000141,National Environment Agency,Supply and installation of pumps at Tuas Incineration Plant,2015-02-25,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,820670.0
NEA000ETT14000142,National Environment Agency,The Upgrading of the Electrical Generation and Distribution System at Semakau Landfill,2015-02-12,Awarded to Suppliers,MEMIONTEC PTE LTD,1067700.0
NEA000ETT14000144,National Environment Agency,Refurbishment of Refractory Tiles at Tuas South Incineration Plant,2015-01-09,Awarded to Suppliers,JEL MAINTENANCE PTE LTD,11392328.0
NEA000ETT14000145,National Environment Agency,PROVISION OF APPLICATION SOFTWARE MAINTENANCE AND SUPPORT SERVICES FOR RADIATION PROTECTION AND LABORATORY MANAGEMENT SYSTEM (RPLMS),2015-06-08,Awarded to Suppliers,CSC TECHNOLOGY SINGAPORE PTE. LTD.,133724.0
NEA000ETT14000146,National Environment Agency,"THE DESIGN OF LAYOUT AND PUBLICATION OF RECRUITMENT ADVERTISEMENTS IN LOCAL PAPERS (E.g THE STRAITS TIMES, LIANHE ZAOBAO, BERITA HARIAN, TAMIL MURASU AND/OR TODAY)",2015-01-20,Awarded to Suppliers,LINS ADVERTISING & MARKETING PTE LTD,890000.0
NEA000ETT14000147,National Environment Agency,Provision of Consultancy Services for an Energy Efficiency Benchmarking Study of Food Manufacturing Plants,2015-01-07,Awarded to Suppliers,LJ ENERGY PTE. LTD.,480000.0
NEA000ETT14000149,National Environment Agency,INVITATION TO TENDER FOR THE SUPPLY AND DELIVERY OF GAS DETECTION TUBES FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE,2015-05-08,Awarded to Suppliers,ANSAC TECHNOLOGY (S) PTE LTD,52.0
NEA000ETT14000149,National Environment Agency,INVITATION TO TENDER FOR THE SUPPLY AND DELIVERY OF GAS DETECTION TUBES FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE,2015-05-08,Awarded to Suppliers,JOHNSON SCIENTIFIC EQUIPMENT COMPANY,46000.0
NEA000ETT14000149,National Environment Agency,INVITATION TO TENDER FOR THE SUPPLY AND DELIVERY OF GAS DETECTION TUBES FOR INDOOR ENVIRONMENTAL QUALITY TO THE ENVIRONMENTAL HEALTH INSTITUTE,2015-05-08,Awarded to Suppliers,SKC ASIA HSE SAMPLING TECHNOLOGIES PTE. LTD.,30475.0
NEA000ETT14000150,National Environment Agency,"Tender for the Supply, Delivery, Installation and Commissioning of Air Monitoring Station and Equipment",2015-01-12,Awarded to Suppliers,FYH INTEGRATED PTE. LTD.,275953.0
NEA000ETT14000151,National Environment Agency,Provision of auxiliary police officers (APOs) and enforcement officers (EOs) for operation against vehicle emission related offences,2015-01-30,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,2795450.0
NEA000ETT14000155,National Environment Agency,MANAGEMENT OF NEW HAWKER CENTRE (HOUGANG CI YUAN),2015-06-03,Awarded to Suppliers,FEI SIONG FOOD MANAGEMENT PTE. LTD.,1920000.0
NEA000ETT14000157,National Environment Agency,Maintenance Of the Telemetric Air Quality Monitoring and Management System,2015-01-06,Awarded to Suppliers,WINSYS TECHNOLOGY PTE LTD,629800.0
NEA000ETT14000158,National Environment Agency,The Maintenance of Mechanical Equipment at Tuas Incineration Plant,2015-01-29,Awarded to Suppliers,ENSURE ENGINEERING PTE LTD,2040000.0
NEA000ETT14000160,National Environment Agency,SUPPLY OF A LITTER BIN MANAGEMENT SYSTEM,2015-01-29,Awarded to Suppliers,MOBIQUEST SOLUTIONS PTE. LTD.,1258668.0
NEA000ETT14000161,National Environment Agency,"The Transportation of Ash, Fly Ash and Scrap Metal for Tuas and Tuas South Incineration Plants",2015-01-29,Awarded to Suppliers,G & C GENERAL CONTRACTORS PTE LTD,2839200.0
NEA000ETT14000162,National Environment Agency,"THE DESIGN, MANUFACTURE, SUPPLY, DELIVERY, INSTALLATION, INTEGRATION, TESTING, OPTIMIZING, COMMISSIONING AND COMPREHENSIVE MAINTENANCE OF A DUAL POLARIZATION C-BAND METEOROLOGICAL DOPPLER WEATHER RADAR SYSTEM.",2015-05-07,Awarded to Suppliers,SINGAPORE TECHNOLOGIES ELECTRONICS LIMITED,8495035.0
NEA000ETT14000163,National Environment Agency,INVITATION TO TENDER FOR THE PROVISION OF RENOVATION WORKS AT ENVIRONMENTAL HEALTH INSTITUTE,2015-02-25,Awarded to Suppliers,ACROMEC ENGINEERS PTE LTD,393000.0
NEA000ETT14000164,National Environment Agency,"Tender for the supply, delivery, installation, testing, commissioning and maintenance of (1) one 3D scanning doppler wind lidar and (1) one 3D scanning Raman aerosol lidar for Meteorological Service Singapore",2015-04-10,Awarded to Suppliers,SINGAPORE TECHNOLOGIES ELECTRONICS LIMITED,2891892.0
NEA000ETT14000165,National Environment Agency,The Replacement of Control Systems at Tuas Incineration Plant,2015-03-11,Awarded to Suppliers,AZBIL SINGAPORE PTE. LTD.,208335.0
NEA000ETT14000167,National Environment Agency,Supply and Delivery of Motor to Tuas Incineration Plant,2015-04-10,Awarded to Suppliers,PIRTEK ASIA PTE LTD,195000.0
NEA000ETT14000168,National Environment Agency,TENDER FOR PRODUCTION AND DELIVERY OF CUSTOMISED EDUCATIONAL COLLATERALS FOR 2015,2015-02-06,Awarded to Suppliers,BEXOURCE PTE. LTD.,34598.0
NEA000ETT14000168,National Environment Agency,TENDER FOR PRODUCTION AND DELIVERY OF CUSTOMISED EDUCATIONAL COLLATERALS FOR 2015,2015-02-06,Awarded to Suppliers,IDERIKT FISSION PTE. LTD.,51780.0
NEA000ETT14000168,National Environment Agency,TENDER FOR PRODUCTION AND DELIVERY OF CUSTOMISED EDUCATIONAL COLLATERALS FOR 2015,2015-02-06,Awarded to Suppliers,PRESTIGE PREMIUMS PTE. LTD.,24080.0
NEA000ETT14000169,National Environment Agency,"THE SUPPLY, DESIGN, DEVELOPMENT, DELIVERY, INSTALLATION, TESTING, TRAINING AND COMMISSIONING OF A TRAINING MANAGEMENT SYSTEM (TMS) WITH OPTIONS FOR  (1) MAINTENANCE & SUPPORT SERVICES,  (2) ENHANCEMENTS,  (3) SYSTEM INTEGRATION AND  (4) TRAINING",2015-07-14,Awarded to Suppliers,HIEND SOFTWARE PTE. LTD.,640000.0
NEA000ETT14000170,National Environment Agency,Supply of Quantitative Risk Assessment (QRA) modelling software,2015-04-06,Awarded to Suppliers,TNO,52300.0
NEA000ETT14000171,National Environment Agency,Tender for the Provision of Laboratory Analytical Services and Sampling for Coastal Water Quality Assessment,2015-02-27,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,85000.0
NEA000ETT15000001,National Environment Agency,THE OPERATION AND MAINTENANCE OF THE LEACHATE TREATMENT PLANT AT THE CLOSED TAMPINES DUMPING GROUND,2015-03-17,Awarded to Suppliers,ENSURE ENGINEERING PTE LTD,343680.0
NEA000ETT15000002,National Environment Agency,PROVISION OF LOGISTICS SERVICES FOR OIL SPILL CLEAN-UP,2015-05-28,Awarded to Suppliers,ST Logistics Pte. Ltd.,10115915.5
NEA000ETT15000003,National Environment Agency,CONTRACT FOR CLEANING SERVICES,2015-04-15,Awarded to Suppliers,CHYE THIAM MAINTENANCE PTE LTD,14200.0
NEA000ETT15000004,National Environment Agency,2nd National Climate Change Study on Impacts Due To Climate Change,2015-04-10,Awarded to Suppliers,MOTT MACDONALD SINGAPORE PTE LIMITED,147000.0
NEA000ETT15000005,National Environment Agency,Consultancy Study on Emission Inventory for Air Pollutants in Singapore,2015-04-28,Awarded to Suppliers,ENVIROSOLUTIONS & CONSULTING PTE. LTD.,492000.0
NEA000ETT15000010,National Environment Agency,PROVISION OF CONSULTANCY SERVICES,2015-08-03,Awarded to No Suppliers,,0.0
NEA000ETT15000011,National Environment Agency,PROPOSED ERECTION OF A 4 STOREY BUILDING COMPRISING 2 STOREY HAWKER CENTRE AND 2 STOREY CAR PARK AT PASIR RIS CENTRAL,2015-07-15,Awarded to Suppliers,LBD ENGINEERING PTE. LTD.,16800000.0
NEA000ETT15000012,National Environment Agency,Maintenance and operation of volatile organic compounds analyser systems,2015-04-02,Awarded to Suppliers,PerkinElmer Singapore Pte Ltd,1925520.0
NEA000ETT15000013,National Environment Agency,RENTAL AND MAINTENANCE OF AIR-CONDITIONED OFFICE CONTAINERS WITH WORKSTATIONS (2 NOS),2015-04-24,Awarded to Suppliers,NEXUS CONSULTANCY SERVICES PTE LTD,43550.0
NEA000ETT15000014,National Environment Agency,"Supply, Delivery and Commissioning of Laboratory Equipment at Environmental Health Institute",2015-04-28,Awarded to Suppliers,ACRE ENGINEERING PTE LTD,14380.0
NEA000ETT15000014,National Environment Agency,"Supply, Delivery and Commissioning of Laboratory Equipment at Environmental Health Institute",2015-04-28,Awarded to Suppliers,SciMed (Asia) Pte Ltd,105400.0
NEA000ETT15000014,National Environment Agency,"Supply, Delivery and Commissioning of Laboratory Equipment at Environmental Health Institute",2015-04-28,Awarded to Suppliers,VWR SINGAPORE PTE. LTD.,9204.0
NEA000ETT15000015,National Environment Agency,SUPPLY AND DELIVERY OF FLUORESCENCE RESONANCE ENERGY TRANSFER PROBES AND TAQMAN HYDROLYSIS PROBES TO THE ENVIRONMENTAL HEALTH INSTITUTE,2015-10-26,Awarded to Suppliers,GENE-ETHICS (ASIA) PTE. LTD.,52836.0
NEA000ETT15000015,National Environment Agency,SUPPLY AND DELIVERY OF FLUORESCENCE RESONANCE ENERGY TRANSFER PROBES AND TAQMAN HYDROLYSIS PROBES TO THE ENVIRONMENTAL HEALTH INSTITUTE,2015-10-26,Awarded to Suppliers,LIFE TECHNOLOGIES HOLDINGS PTE. LTD.,26114.4
NEA000ETT15000015,National Environment Agency,SUPPLY AND DELIVERY OF FLUORESCENCE RESONANCE ENERGY TRANSFER PROBES AND TAQMAN HYDROLYSIS PROBES TO THE ENVIRONMENTAL HEALTH INSTITUTE,2015-10-26,Awarded to Suppliers,Roche Diagnostics Asia Pacific Pte Ltd,66600.0
NEA000ETT15000017,National Environment Agency,PROVISION OF EVENT MANAGEMENT AND RELATED SERVICES FOR THE ECOFRIEND AWARDS CEREMONY 2015,2015-03-13,Awarded to No Suppliers,,0.0
NEA000ETT15000018,National Environment Agency,Refurbishment of Hopper Jacket Systems at Tuas South Incineration Plant,2015-06-22,Awarded to Suppliers,YAMATO TECHNOLOGIES PTE. LTD.,12345600.0
NEA000ETT15000020,National Environment Agency,Event Planning and Management for the National Energy Efficiency Conference,2015-04-24,Awarded to Suppliers,TWIST MEDIA PTE. LTD.,307950.0
NEA000ETT15000021,National Environment Agency,SUPPLY AND DELIVERY OF MOSQUITO GLUE BOARDS,2015-04-29,Awarded to No Suppliers,,0.0
NEA000ETT15000023,National Environment Agency,SUPPLY AND DELIVERY OF MOSQUITO TRAPS,2015-04-29,Awarded to No Suppliers,,0.0
NEA000ETT15000024,National Environment Agency,Tender for Servicing and Maintenance of Air-Conditioning Systems at NEA Incineration Plants,2015-05-14,Awarded to Suppliers,INNOFLEX PTE. LTD.,362000.0
NEA000ETT15000025,National Environment Agency,"The Operation of refuse, bulky waste, ash and scrap handling system at Tuas South Incineration Plant",2015-05-07,Awarded to Suppliers,ENSURE ENGINEERING PTE LTD,7399000.0
NEA000ETT15000026,National Environment Agency,Development of Reference Manuals for the Singapore Certified Energy Manager (SCEM)(Professional Level) Training Programme,2015-06-16,Awarded to Suppliers,"Institution of Engineers Singapore, The",35000.0
NEA000ETT15000027,National Environment Agency,TENDER FOR DESIGN AND BUILD OFFICE AND HALL,2015-09-29,Awarded to Suppliers,CALVARY CONSTRUCTION PTE. LTD.,1406100.0
NEA000ETT15000028,National Environment Agency,Tender for Servicing and Maintenance of Weighbridges and Accessories at National Environment Agency Incineration Plants,2015-06-30,Awarded to Suppliers,S.A.C. (PTE) LTD,425000.0
NEA000ETT15000028,National Environment Agency,Tender for Servicing and Maintenance of Weighbridges and Accessories at National Environment Agency Incineration Plants,2015-06-30,Awarded to Suppliers,WEIGHMAN PTE LTD,69000.0
NEA000ETT15000029,National Environment Agency,SUPPLY AND DELIVERY OF CRANE SYSTEMS SPARE PARTS TO TUAS SOUTH INCINERATION PLANT,2015-08-03,Awarded to Suppliers,NSK HEAT EXCHANGERS PTE. LTD.,1397848.4
NEA000ETT15000030,National Environment Agency,PROVISION OF SEQUENCING SERVICES,2015-06-12,Awarded to Suppliers,AXIL SCIENTIFIC PTE. LTD.,820500.0
NEA000ETT15000031,National Environment Agency,PROVISION OF PUBLICITY AND ENGAGEMENT INITIATIVES FOR DENGUE PREVENTION CAMPAIGN,2015-06-08,Awarded to Suppliers,DDB Worldwide Pte Ltd,2421796.67
NEA000ETT15000032,National Environment Agency,MEDIA MONITORING SERVICES FOR THE NATIONAL ENVIRONMENT AGENCY FOR A PERIOD OF ONE  YEAR AND WITH THE OPTION TO RENEW FOR ANOTHER ONE YEAR,2015-04-28,Awarded to Suppliers,IMPACT! MEDIA MONITORING LLP,67200.0
NEA000ETT15000033,National Environment Agency,THE APPOINTMENT OF AN INSURANCE BROKER FOR A PERIOD OF TWO YEARS WITH AN OPTION TO EXTEND FOR A FURTHER PERIOD OF ONE YEAR,2015-04-13,Awarded to Suppliers,WILLIS (SINGAPORE) PTE LTD,35000.0
NEA000ETT15000034,National Environment Agency,CONSULTANCY STUDY ON ASSESSMENT OF SECONDARY IMPACTS OF THE USE OF WOLBACHIA TECHNOLOGY TO SUPPRESS AEDES AEGYPTI POPULATION,2015-05-22,Awarded to No Suppliers,,0.0
NEA000ETT15000035,National Environment Agency,The Supply and Delivery of Hydrated Lime Powder to Incineration Plants,2015-05-28,Awarded to Suppliers,LHOIST SINGAPORE PRIVATE LIMITED,17280000.0
